Datum;Tag;Monat;Jahr;Standort;Produkthauptgruppe;Produktgruppe;Menge
2004-05-18;18;5;2004;BW;Lebensmittel;Gebäck;7
2004-05-18;18;5;2004;RP;Zeitschriften;Tageszeitung;4
2004-05-18;18;5;2004;HS;Zeitschriften;Magazin;11
2004-05-19;19;5;2004;HS;Schreibwaren;Papier;4
2004-05-19;19;5;2004;BY;Schreibwaren;Papier;13
2004-05-20;20;5;2004;BW;Schreibwaren;Papier;11
2004-05-20;20;5;2004;BW;Lebensmittel;Gebäck;7
2004-05-21;21;5;2004;RP;Schreibwaren;Papier;1
2004-05-21;21;5;2004;BY;Lebensmittel;Gebäck;3
2004-05-21;21;5;2004;RP;Zeitschriften;Magazin;9
2004-05-21;21;5;2004;BW;Lebensmittel;Gebäck;7
2004-05-21;21;5;2004;BW;Zeitschriften;Magazin;4
2004-05-21;21;5;2004;BY;Zeitschriften;Tageszeitung;8
2004-05-21;21;5;2004;BY;Schreibwaren;Stifte;11
2004-05-21;21;5;2004;BY;Schreibwaren;Papier;13
2004-05-21;21;5;2004;BW;Lebensmittel;Gebäck;5
2004-05-22;22;5;2004;BW;Zeitschriften;Magazin;1
2004-05-22;22;5;2004;BY;Schreibwaren;Papier;4
2004-05-22;22;5;2004;HS;Zeitschriften;Magazin;5
2004-05-22;22;5;2004;RP;Schreibwaren;Stifte;12
2004-05-22;22;5;2004;BY;Schreibwaren;Papier;12
2004-05-22;22;5;2004;BY;Schreibwaren;Stifte;4
2004-05-22;22;5;2004;BY;Lebensmittel;Gebäck;3
2004-05-22;22;5;2004;BY;Zeitschriften;Tageszeitung;2
2004-05-22;22;5;2004;BY;Schreibwaren;Papier;13
2004-05-22;22;5;2004;BY;Zeitschriften;Tageszeitung;11
2004-05-23;23;5;2004;BW;Schreibwaren;Stifte;5
2004-05-23;23;5;2004;RP;Zeitschriften;Magazin;7
2004-05-23;23;5;2004;HS;Schreibwaren;Stifte;4
2004-05-23;23;5;2004;BW;Lebensmittel;Gebäck;4
2004-05-23;23;5;2004;RP;Lebensmittel;Gebäck;4
2004-05-24;24;5;2004;HS;Lebensmittel;Süsses;6
2004-05-24;24;5;2004;BY;Schreibwaren;Stifte;1
2004-05-24;24;5;2004;BY;Schreibwaren;Papier;11
2004-05-24;24;5;2004;BW;Zeitschriften;Magazin;13
2004-05-25;25;5;2004;BW;Schreibwaren;Stifte;8
2004-05-25;25;5;2004;BW;Zeitschriften;Tageszeitung;9
2004-05-25;25;5;2004;HS;Schreibwaren;Papier;1
2004-05-25;25;5;2004;HS;Lebensmittel;Gebäck;9
2004-05-25;25;5;2004;BW;Zeitschriften;Tageszeitung;9
2004-05-25;25;5;2004;RP;Lebensmittel;Süsses;1
2004-05-25;25;5;2004;BW;Zeitschriften;Tageszeitung;11
2004-05-26;26;5;2004;HS;Lebensmittel;Süsses;4
2004-05-26;26;5;2004;BW;Lebensmittel;Gebäck;3
2004-05-26;26;5;2004;BY;Schreibwaren;Papier;3
2004-05-26;26;5;2004;HS;Schreibwaren;Papier;2
2004-05-26;26;5;2004;HS;Zeitschriften;Tageszeitung;7
2004-05-26;26;5;2004;BW;Zeitschriften;Magazin;10
2004-05-26;26;5;2004;BW;Zeitschriften;Tageszeitung;11
2004-05-26;26;5;2004;RP;Zeitschriften;Tageszeitung;6
2004-05-26;26;5;2004;RP;Zeitschriften;Tageszeitung;9
2004-05-27;27;5;2004;HS;Schreibwaren;Stifte;13
2004-05-27;27;5;2004;RP;Lebensmittel;Süsses;13
2004-05-27;27;5;2004;HS;Zeitschriften;Tageszeitung;10
2004-05-27;27;5;2004;RP;Zeitschriften;Magazin;12
2004-05-27;27;5;2004;RP;Lebensmittel;Süsses;10
2004-05-27;27;5;2004;BW;Lebensmittel;Gebäck;10
2004-05-27;27;5;2004;RP;Schreibwaren;Papier;8
2004-05-27;27;5;2004;BW;Schreibwaren;Stifte;9
2004-05-27;27;5;2004;BW;Zeitschriften;Magazin;7
2004-05-27;27;5;2004;BW;Zeitschriften;Magazin;11
2004-05-28;28;5;2004;HS;Lebensmittel;Gebäck;9
2004-05-29;29;5;2004;RP;Schreibwaren;Papier;6
2004-05-29;29;5;2004;BW;Zeitschriften;Tageszeitung;4
2004-05-29;29;5;2004;BW;Lebensmittel;Gebäck;9
2004-05-29;29;5;2004;BW;Lebensmittel;Gebäck;4
2004-05-29;29;5;2004;RP;Lebensmittel;Gebäck;6
2004-05-30;30;5;2004;HS;Zeitschriften;Magazin;10
2004-05-30;30;5;2004;BY;Zeitschriften;Tageszeitung;11
2004-05-30;30;5;2004;BW;Zeitschriften;Magazin;13
2004-05-30;30;5;2004;BW;Schreibwaren;Papier;10
2004-05-30;30;5;2004;RP;Zeitschriften;Tageszeitung;4
2004-05-30;30;5;2004;HS;Lebensmittel;Gebäck;2
2004-05-30;30;5;2004;HS;Schreibwaren;Papier;2
2004-05-30;30;5;2004;HS;Zeitschriften;Tageszeitung;6
2004-05-30;30;5;2004;BY;Schreibwaren;Stifte;9
2004-05-30;30;5;2004;BW;Zeitschriften;Tageszeitung;2
2004-05-31;31;5;2004;RP;Zeitschriften;Tageszeitung;13
2004-05-31;31;5;2004;BY;Schreibwaren;Papier;11
2004-05-31;31;5;2004;BW;Schreibwaren;Stifte;13
2004-05-31;31;5;2004;BY;Lebensmittel;Gebäck;1
2004-05-31;31;5;2004;BY;Lebensmittel;Gebäck;2
2004-05-31;31;5;2004;BY;Zeitschriften;Tageszeitung;10
2004-06-01;1;6;2004;BW;Zeitschriften;Magazin;3
2004-06-01;1;6;2004;RP;Schreibwaren;Papier;7
2004-06-01;1;6;2004;BY;Zeitschriften;Tageszeitung;2
2004-06-01;1;6;2004;HS;Schreibwaren;Stifte;9
2004-06-01;1;6;2004;HS;Schreibwaren;Stifte;7
2004-06-01;1;6;2004;BW;Zeitschriften;Magazin;5
2004-06-01;1;6;2004;BY;Schreibwaren;Papier;13
2004-06-01;1;6;2004;RP;Schreibwaren;Papier;9
2004-06-01;1;6;2004;BW;Zeitschriften;Tageszeitung;8
2004-06-01;1;6;2004;BW;Zeitschriften;Magazin;2
2004-06-01;1;6;2004;RP;Lebensmittel;Süsses;8
2004-06-02;2;6;2004;RP;Lebensmittel;Süsses;9
2004-06-02;2;6;2004;BW;Lebensmittel;Gebäck;12
2004-06-02;2;6;2004;RP;Lebensmittel;Süsses;6
2004-06-02;2;6;2004;RP;Lebensmittel;Gebäck;13
2004-06-02;2;6;2004;HS;Schreibwaren;Papier;8
2004-06-02;2;6;2004;RP;Lebensmittel;Süsses;2
2004-06-02;2;6;2004;BW;Schreibwaren;Papier;1
2004-06-02;2;6;2004;BW;Lebensmittel;Gebäck;4
2004-06-02;2;6;2004;RP;Lebensmittel;Süsses;2
2004-06-02;2;6;2004;BW;Lebensmittel;Süsses;8
2004-06-03;3;6;2004;BY;Zeitschriften;Tageszeitung;11
2004-06-03;3;6;2004;RP;Lebensmittel;Süsses;3
2004-06-03;3;6;2004;BY;Zeitschriften;Tageszeitung;8
2004-06-03;3;6;2004;BY;Lebensmittel;Süsses;6
2004-06-03;3;6;2004;BY;Zeitschriften;Tageszeitung;5
2004-06-03;3;6;2004;BW;Lebensmittel;Gebäck;10
2004-06-03;3;6;2004;BW;Zeitschriften;Magazin;7
2004-06-04;4;6;2004;BW;Zeitschriften;Magazin;6
2004-06-04;4;6;2004;BW;Schreibwaren;Stifte;2
2004-06-04;4;6;2004;HS;Lebensmittel;Gebäck;1
2004-06-04;4;6;2004;BY;Lebensmittel;Süsses;10
2004-06-04;4;6;2004;HS;Schreibwaren;Papier;3
2004-06-04;4;6;2004;RP;Zeitschriften;Magazin;10
2004-06-04;4;6;2004;RP;Lebensmittel;Süsses;2
2004-06-05;5;6;2004;HS;Lebensmittel;Gebäck;12
2004-06-05;5;6;2004;HS;Lebensmittel;Gebäck;5
2004-06-05;5;6;2004;HS;Lebensmittel;Süsses;12
2004-06-06;6;6;2004;BW;Zeitschriften;Tageszeitung;10
2004-06-06;6;6;2004;RP;Zeitschriften;Tageszeitung;2
2004-06-06;6;6;2004;RP;Zeitschriften;Tageszeitung;9
2004-06-06;6;6;2004;BW;Zeitschriften;Tageszeitung;2
2004-06-06;6;6;2004;HS;Schreibwaren;Papier;4
2004-06-06;6;6;2004;BY;Schreibwaren;Stifte;5
2004-06-06;6;6;2004;HS;Lebensmittel;Süsses;3
2004-06-06;6;6;2004;RP;Zeitschriften;Magazin;3
2004-06-07;7;6;2004;BW;Zeitschriften;Tageszeitung;2
2004-06-07;7;6;2004;RP;Zeitschriften;Tageszeitung;11
2004-06-07;7;6;2004;RP;Lebensmittel;Süsses;3
2004-06-07;7;6;2004;HS;Schreibwaren;Stifte;3
2004-06-07;7;6;2004;BW;Schreibwaren;Stifte;10
2004-06-07;7;6;2004;BW;Lebensmittel;Gebäck;2
2004-06-07;7;6;2004;RP;Lebensmittel;Süsses;3
2004-06-07;7;6;2004;RP;Zeitschriften;Magazin;3
2004-06-08;8;6;2004;BW;Zeitschriften;Magazin;8
2004-06-08;8;6;2004;RP;Schreibwaren;Papier;6
2004-06-08;8;6;2004;BY;Schreibwaren;Stifte;3
2004-06-08;8;6;2004;RP;Lebensmittel;Süsses;6
2004-06-09;9;6;2004;BW;Zeitschriften;Magazin;13
2004-06-09;9;6;2004;BW;Schreibwaren;Stifte;5
2004-06-09;9;6;2004;BY;Schreibwaren;Stifte;1
2004-06-10;10;6;2004;HS;Lebensmittel;Gebäck;1
2004-06-10;10;6;2004;HS;Schreibwaren;Stifte;11
2004-06-10;10;6;2004;RP;Zeitschriften;Tageszeitung;6
2004-06-10;10;6;2004;HS;Schreibwaren;Stifte;1
2004-06-10;10;6;2004;BW;Schreibwaren;Papier;10
2004-06-10;10;6;2004;HS;Lebensmittel;Süsses;11
2004-06-10;10;6;2004;BW;Zeitschriften;Tageszeitung;4
2004-06-10;10;6;2004;BY;Zeitschriften;Tageszeitung;12
2004-06-11;11;6;2004;BY;Schreibwaren;Papier;2
2004-06-11;11;6;2004;BW;Zeitschriften;Magazin;4
2004-06-11;11;6;2004;BW;Zeitschriften;Magazin;5
2004-06-11;11;6;2004;BW;Zeitschriften;Tageszeitung;9
2004-06-11;11;6;2004;BW;Zeitschriften;Magazin;5
2004-06-11;11;6;2004;BW;Schreibwaren;Stifte;8
2004-06-11;11;6;2004;RP;Lebensmittel;Süsses;7
2004-06-11;11;6;2004;HS;Lebensmittel;Süsses;3
2004-06-12;12;6;2004;BY;Schreibwaren;Stifte;3
2004-06-12;12;6;2004;BY;Schreibwaren;Stifte;5
2004-06-12;12;6;2004;BW;Zeitschriften;Tageszeitung;9
2004-06-12;12;6;2004;BW;Zeitschriften;Magazin;12
2004-06-12;12;6;2004;HS;Lebensmittel;Gebäck;2
2004-06-12;12;6;2004;BW;Schreibwaren;Papier;9
2004-06-13;13;6;2004;BY;Lebensmittel;Süsses;13
2004-06-13;13;6;2004;HS;Schreibwaren;Papier;7
2004-06-13;13;6;2004;BY;Lebensmittel;Süsses;3
2004-06-13;13;6;2004;RP;Schreibwaren;Papier;5
2004-06-13;13;6;2004;RP;Zeitschriften;Magazin;3
2004-06-13;13;6;2004;RP;Lebensmittel;Süsses;10
2004-06-13;13;6;2004;BY;Lebensmittel;Süsses;12
2004-06-13;13;6;2004;HS;Lebensmittel;Süsses;10
2004-06-13;13;6;2004;BW;Lebensmittel;Gebäck;1
2004-06-13;13;6;2004;BY;Schreibwaren;Papier;7
2004-06-13;13;6;2004;HS;Zeitschriften;Tageszeitung;1
2004-06-14;14;6;2004;RP;Lebensmittel;Süsses;1
2004-06-14;14;6;2004;HS;Schreibwaren;Papier;6
2004-06-14;14;6;2004;BW;Zeitschriften;Magazin;2
2004-06-14;14;6;2004;RP;Schreibwaren;Stifte;5
2004-06-14;14;6;2004;BY;Schreibwaren;Stifte;7
2004-06-15;15;6;2004;HS;Lebensmittel;Gebäck;9
2004-06-15;15;6;2004;BY;Lebensmittel;Gebäck;12
2004-06-15;15;6;2004;HS;Lebensmittel;Süsses;9
2004-06-15;15;6;2004;RP;Zeitschriften;Magazin;11
2004-06-15;15;6;2004;RP;Lebensmittel;Gebäck;5
2004-06-16;16;6;2004;RP;Schreibwaren;Stifte;1
2004-06-16;16;6;2004;RP;Schreibwaren;Papier;6
2004-06-16;16;6;2004;RP;Schreibwaren;Papier;7
2004-06-16;16;6;2004;HS;Schreibwaren;Papier;5
2004-06-16;16;6;2004;RP;Zeitschriften;Tageszeitung;5
2004-06-16;16;6;2004;BW;Lebensmittel;Gebäck;6
2004-06-16;16;6;2004;BW;Schreibwaren;Stifte;5
2004-06-17;17;6;2004;BW;Lebensmittel;Gebäck;8
2004-06-17;17;6;2004;BW;Zeitschriften;Tageszeitung;9
2004-06-17;17;6;2004;BY;Schreibwaren;Stifte;12
2004-06-17;17;6;2004;HS;Zeitschriften;Tageszeitung;2
2004-06-17;17;6;2004;BW;Schreibwaren;Stifte;2
2004-06-17;17;6;2004;BW;Zeitschriften;Tageszeitung;10
2004-06-17;17;6;2004;HS;Lebensmittel;Süsses;1
2004-06-18;18;6;2004;HS;Zeitschriften;Tageszeitung;1
2004-06-19;19;6;2004;BW;Lebensmittel;Gebäck;8
2004-06-19;19;6;2004;BW;Lebensmittel;Gebäck;5
2004-06-19;19;6;2004;HS;Schreibwaren;Stifte;5
2004-06-19;19;6;2004;BW;Schreibwaren;Stifte;11
2004-06-19;19;6;2004;BW;Zeitschriften;Tageszeitung;5
2004-06-19;19;6;2004;RP;Lebensmittel;Süsses;3
2004-06-19;19;6;2004;BY;Zeitschriften;Tageszeitung;11
2004-06-19;19;6;2004;HS;Schreibwaren;Stifte;10
2004-06-19;19;6;2004;BW;Lebensmittel;Gebäck;8
2004-06-19;19;6;2004;BY;Zeitschriften;Tageszeitung;3
2004-06-20;20;6;2004;RP;Lebensmittel;Süsses;11
2004-06-20;20;6;2004;BW;Schreibwaren;Stifte;7
2004-06-20;20;6;2004;RP;Zeitschriften;Magazin;10
2004-06-20;20;6;2004;HS;Zeitschriften;Tageszeitung;2
2004-06-20;20;6;2004;BY;Zeitschriften;Magazin;3
2004-06-20;20;6;2004;RP;Schreibwaren;Papier;7
2004-06-20;20;6;2004;BY;Zeitschriften;Magazin;4
2004-06-21;21;6;2004;BY;Schreibwaren;Papier;11
2004-06-21;21;6;2004;BW;Zeitschriften;Tageszeitung;2
2004-06-21;21;6;2004;HS;Lebensmittel;Süsses;4
2004-06-21;21;6;2004;BW;Schreibwaren;Stifte;4
2004-06-21;21;6;2004;BW;Lebensmittel;Gebäck;4
2004-06-21;21;6;2004;BY;Schreibwaren;Stifte;1
2004-06-21;21;6;2004;BW;Zeitschriften;Magazin;10
2004-06-21;21;6;2004;BW;Zeitschriften;Tageszeitung;5
2004-06-22;22;6;2004;BW;Zeitschriften;Magazin;7
2004-06-22;22;6;2004;BW;Zeitschriften;Tageszeitung;5
2004-06-22;22;6;2004;BW;Zeitschriften;Magazin;1
2004-06-23;23;6;2004;RP;Zeitschriften;Tageszeitung;11
2004-06-23;23;6;2004;BW;Schreibwaren;Papier;3
2004-06-23;23;6;2004;RP;Zeitschriften;Magazin;10
2004-06-23;23;6;2004;BW;Zeitschriften;Tageszeitung;8
2004-06-23;23;6;2004;HS;Lebensmittel;Süsses;5
2004-06-23;23;6;2004;BY;Schreibwaren;Papier;7
2004-06-23;23;6;2004;BW;Zeitschriften;Tageszeitung;13
2004-06-24;24;6;2004;BY;Schreibwaren;Papier;5
2004-06-24;24;6;2004;BY;Lebensmittel;Süsses;3
2004-06-24;24;6;2004;HS;Schreibwaren;Papier;12
2004-06-25;25;6;2004;BW;Zeitschriften;Magazin;5
2004-06-25;25;6;2004;BW;Zeitschriften;Tageszeitung;11
2004-06-26;26;6;2004;BW;Zeitschriften;Magazin;9
2004-06-26;26;6;2004;BW;Lebensmittel;Süsses;12
2004-06-26;26;6;2004;BW;Zeitschriften;Magazin;7
2004-06-26;26;6;2004;BW;Zeitschriften;Magazin;8
2004-06-26;26;6;2004;BW;Lebensmittel;Gebäck;4
2004-06-26;26;6;2004;HS;Schreibwaren;Papier;8
2004-06-27;27;6;2004;BY;Schreibwaren;Papier;10
2004-06-27;27;6;2004;RP;Zeitschriften;Tageszeitung;10
2004-06-27;27;6;2004;BW;Zeitschriften;Tageszeitung;4
2004-06-27;27;6;2004;HS;Lebensmittel;Süsses;5
2004-06-27;27;6;2004;RP;Lebensmittel;Gebäck;7
2004-06-27;27;6;2004;HS;Schreibwaren;Papier;5
2004-06-28;28;6;2004;HS;Zeitschriften;Magazin;5
2004-06-28;28;6;2004;RP;Schreibwaren;Stifte;13
2004-06-28;28;6;2004;BY;Lebensmittel;Süsses;12
2004-06-28;28;6;2004;HS;Lebensmittel;Gebäck;2
2004-06-28;28;6;2004;RP;Lebensmittel;Süsses;10
2004-06-28;28;6;2004;HS;Lebensmittel;Gebäck;7
2004-06-29;29;6;2004;RP;Zeitschriften;Tageszeitung;7
2004-06-29;29;6;2004;BW;Schreibwaren;Stifte;9
2004-06-29;29;6;2004;BY;Schreibwaren;Papier;10
2004-06-29;29;6;2004;HS;Schreibwaren;Stifte;6
2004-06-29;29;6;2004;RP;Lebensmittel;Süsses;5
2004-06-29;29;6;2004;BW;Zeitschriften;Magazin;9
2004-06-29;29;6;2004;RP;Lebensmittel;Gebäck;9
2004-06-30;30;6;2004;HS;Schreibwaren;Stifte;1
2004-06-30;30;6;2004;HS;Zeitschriften;Magazin;11
2004-06-30;30;6;2004;HS;Lebensmittel;Gebäck;2
2004-06-30;30;6;2004;HS;Zeitschriften;Magazin;7
2004-06-30;30;6;2004;HS;Schreibwaren;Papier;12
2004-07-01;1;7;2004;RP;Schreibwaren;Papier;4
2004-07-01;1;7;2004;BW;Zeitschriften;Magazin;6
2004-07-01;1;7;2004;BW;Lebensmittel;Gebäck;13
2004-07-01;1;7;2004;HS;Zeitschriften;Tageszeitung;1
2004-07-02;2;7;2004;RP;Lebensmittel;Gebäck;13
2004-07-02;2;7;2004;BW;Schreibwaren;Stifte;4
2004-07-02;2;7;2004;BW;Schreibwaren;Stifte;6
2004-07-02;2;7;2004;HS;Schreibwaren;Stifte;10
2004-07-02;2;7;2004;BY;Schreibwaren;Stifte;1
2004-07-03;3;7;2004;HS;Lebensmittel;Süsses;11
2004-07-03;3;7;2004;RP;Schreibwaren;Papier;12
2004-07-03;3;7;2004;BY;Zeitschriften;Magazin;13
2004-07-03;3;7;2004;BY;Zeitschriften;Magazin;2
2004-07-03;3;7;2004;BY;Zeitschriften;Tageszeitung;1
2004-07-03;3;7;2004;BW;Schreibwaren;Papier;11
2004-07-03;3;7;2004;BW;Zeitschriften;Tageszeitung;12
2004-07-03;3;7;2004;BW;Lebensmittel;Süsses;3
2004-07-03;3;7;2004;RP;Lebensmittel;Gebäck;6
2004-07-03;3;7;2004;BW;Zeitschriften;Tageszeitung;2
2004-07-04;4;7;2004;BY;Schreibwaren;Papier;11
2004-07-04;4;7;2004;RP;Lebensmittel;Gebäck;5
2004-07-04;4;7;2004;BY;Schreibwaren;Papier;7
2004-07-04;4;7;2004;RP;Schreibwaren;Stifte;11
2004-07-04;4;7;2004;HS;Schreibwaren;Stifte;11
2004-07-05;5;7;2004;RP;Schreibwaren;Stifte;10
2004-07-05;5;7;2004;HS;Schreibwaren;Papier;5
2004-07-05;5;7;2004;HS;Lebensmittel;Gebäck;5
2004-07-05;5;7;2004;BW;Lebensmittel;Süsses;7
2004-07-05;5;7;2004;BW;Zeitschriften;Magazin;2
2004-07-05;5;7;2004;HS;Zeitschriften;Tageszeitung;13
2004-07-05;5;7;2004;BW;Lebensmittel;Süsses;5
2004-07-05;5;7;2004;BW;Zeitschriften;Magazin;7
2004-07-06;6;7;2004;BY;Lebensmittel;Süsses;10
2004-07-06;6;7;2004;BY;Lebensmittel;Süsses;1
2004-07-06;6;7;2004;BY;Schreibwaren;Stifte;13
2004-07-07;7;7;2004;BY;Zeitschriften;Magazin;9
2004-07-07;7;7;2004;BW;Schreibwaren;Papier;3
2004-07-07;7;7;2004;RP;Schreibwaren;Stifte;10
2004-07-07;7;7;2004;RP;Schreibwaren;Stifte;7
2004-07-07;7;7;2004;RP;Schreibwaren;Stifte;7
2004-07-08;8;7;2004;BY;Schreibwaren;Stifte;7
2004-07-08;8;7;2004;HS;Lebensmittel;Gebäck;9
2004-07-08;8;7;2004;RP;Lebensmittel;Süsses;2
2004-07-08;8;7;2004;RP;Zeitschriften;Tageszeitung;8
2004-07-08;8;7;2004;RP;Lebensmittel;Süsses;5
2004-07-08;8;7;2004;BW;Schreibwaren;Stifte;7
2004-07-08;8;7;2004;BW;Zeitschriften;Magazin;7
2004-07-09;9;7;2004;BY;Zeitschriften;Magazin;3
2004-07-09;9;7;2004;RP;Zeitschriften;Tageszeitung;1
2004-07-09;9;7;2004;BW;Zeitschriften;Magazin;10
2004-07-09;9;7;2004;HS;Schreibwaren;Papier;1
2004-07-10;10;7;2004;BW;Lebensmittel;Süsses;6
2004-07-10;10;7;2004;BW;Zeitschriften;Tageszeitung;9
2004-07-10;10;7;2004;BY;Lebensmittel;Süsses;12
2004-07-10;10;7;2004;BY;Zeitschriften;Magazin;7
2004-07-10;10;7;2004;BW;Zeitschriften;Tageszeitung;13
2004-07-10;10;7;2004;RP;Lebensmittel;Gebäck;1
2004-07-10;10;7;2004;BW;Lebensmittel;Gebäck;5
2004-07-11;11;7;2004;RP;Zeitschriften;Tageszeitung;5
2004-07-11;11;7;2004;BY;Schreibwaren;Papier;8
2004-07-11;11;7;2004;HS;Schreibwaren;Stifte;10
2004-07-11;11;7;2004;RP;Zeitschriften;Tageszeitung;7
2004-07-11;11;7;2004;BW;Schreibwaren;Stifte;1
2004-07-11;11;7;2004;BW;Schreibwaren;Papier;3
2004-07-11;11;7;2004;BW;Zeitschriften;Magazin;11
2004-07-12;12;7;2004;BY;Schreibwaren;Papier;11
2004-07-12;12;7;2004;BY;Lebensmittel;Gebäck;10
2004-07-12;12;7;2004;HS;Zeitschriften;Tageszeitung;5
2004-07-13;13;7;2004;BW;Zeitschriften;Tageszeitung;12
2004-07-13;13;7;2004;RP;Zeitschriften;Magazin;12
2004-07-13;13;7;2004;BW;Zeitschriften;Magazin;10
2004-07-13;13;7;2004;BW;Zeitschriften;Magazin;7
2004-07-14;14;7;2004;HS;Lebensmittel;Gebäck;3
2004-07-14;14;7;2004;HS;Zeitschriften;Magazin;8
2004-07-14;14;7;2004;RP;Zeitschriften;Magazin;3
2004-07-14;14;7;2004;RP;Zeitschriften;Tageszeitung;5
2004-07-15;15;7;2004;BW;Zeitschriften;Magazin;8
2004-07-15;15;7;2004;BY;Schreibwaren;Papier;2
2004-07-15;15;7;2004;HS;Schreibwaren;Stifte;9
2004-07-15;15;7;2004;BY;Lebensmittel;Süsses;12
2004-07-15;15;7;2004;HS;Schreibwaren;Papier;5
2004-07-16;16;7;2004;BY;Zeitschriften;Magazin;3
2004-07-16;16;7;2004;HS;Zeitschriften;Magazin;2
2004-07-16;16;7;2004;BW;Lebensmittel;Gebäck;7
2004-07-16;16;7;2004;HS;Zeitschriften;Magazin;7
2004-07-17;17;7;2004;BY;Lebensmittel;Süsses;2
2004-07-17;17;7;2004;BY;Schreibwaren;Papier;7
2004-07-18;18;7;2004;BW;Zeitschriften;Tageszeitung;8
2004-07-18;18;7;2004;BY;Schreibwaren;Stifte;4
2004-07-18;18;7;2004;HS;Lebensmittel;Süsses;9
2004-07-18;18;7;2004;BW;Schreibwaren;Papier;8
2004-07-18;18;7;2004;RP;Zeitschriften;Magazin;3
2004-07-18;18;7;2004;BY;Zeitschriften;Magazin;2
2004-07-18;18;7;2004;HS;Lebensmittel;Süsses;4
2004-07-18;18;7;2004;BW;Lebensmittel;Gebäck;7
2004-07-18;18;7;2004;RP;Schreibwaren;Stifte;10
2004-07-18;18;7;2004;BW;Zeitschriften;Tageszeitung;4
2004-07-18;18;7;2004;BY;Zeitschriften;Tageszeitung;7
2004-07-18;18;7;2004;RP;Zeitschriften;Tageszeitung;10
2004-07-18;18;7;2004;BY;Schreibwaren;Stifte;4
2004-07-18;18;7;2004;RP;Zeitschriften;Magazin;1
2004-07-18;18;7;2004;BW;Lebensmittel;Gebäck;11
2004-07-19;19;7;2004;RP;Zeitschriften;Magazin;10
2004-07-19;19;7;2004;BY;Lebensmittel;Süsses;13
2004-07-20;20;7;2004;BW;Schreibwaren;Papier;2
2004-07-20;20;7;2004;BY;Zeitschriften;Magazin;7
2004-07-20;20;7;2004;HS;Zeitschriften;Magazin;3
2004-07-20;20;7;2004;HS;Lebensmittel;Gebäck;7
2004-07-20;20;7;2004;BY;Zeitschriften;Tageszeitung;7
2004-07-20;20;7;2004;BY;Schreibwaren;Papier;5
2004-07-20;20;7;2004;BW;Zeitschriften;Tageszeitung;6
2004-07-20;20;7;2004;BY;Lebensmittel;Süsses;8
2004-07-20;20;7;2004;RP;Lebensmittel;Süsses;13
2004-07-21;21;7;2004;BY;Schreibwaren;Stifte;2
2004-07-21;21;7;2004;BW;Zeitschriften;Tageszeitung;10
2004-07-21;21;7;2004;HS;Schreibwaren;Papier;3
2004-07-21;21;7;2004;BY;Zeitschriften;Magazin;4
2004-07-21;21;7;2004;RP;Zeitschriften;Magazin;3
2004-07-21;21;7;2004;BW;Zeitschriften;Magazin;1
2004-07-22;22;7;2004;RP;Zeitschriften;Magazin;3
2004-07-22;22;7;2004;RP;Lebensmittel;Süsses;9
2004-07-22;22;7;2004;HS;Zeitschriften;Tageszeitung;1
2004-07-22;22;7;2004;HS;Schreibwaren;Stifte;3
2004-07-22;22;7;2004;BW;Zeitschriften;Tageszeitung;7
2004-07-22;22;7;2004;BY;Zeitschriften;Magazin;10
2004-07-22;22;7;2004;BY;Lebensmittel;Süsses;13
2004-07-22;22;7;2004;HS;Schreibwaren;Stifte;8
2004-07-23;23;7;2004;HS;Schreibwaren;Papier;9
2004-07-24;24;7;2004;RP;Zeitschriften;Tageszeitung;7
2004-07-24;24;7;2004;RP;Lebensmittel;Süsses;1
2004-07-24;24;7;2004;BW;Schreibwaren;Stifte;11
2004-07-24;24;7;2004;BY;Zeitschriften;Magazin;7
2004-07-25;25;7;2004;HS;Lebensmittel;Gebäck;2
2004-07-25;25;7;2004;BW;Schreibwaren;Stifte;9
2004-07-25;25;7;2004;HS;Schreibwaren;Stifte;11
2004-07-25;25;7;2004;BW;Schreibwaren;Stifte;3
2004-07-25;25;7;2004;HS;Lebensmittel;Süsses;1
2004-07-25;25;7;2004;RP;Zeitschriften;Magazin;4
2004-07-25;25;7;2004;RP;Lebensmittel;Gebäck;4
2004-07-25;25;7;2004;BW;Zeitschriften;Magazin;9
2004-07-25;25;7;2004;BW;Schreibwaren;Papier;2
2004-07-25;25;7;2004;BW;Schreibwaren;Papier;1
2004-07-26;26;7;2004;BW;Zeitschriften;Magazin;10
2004-07-26;26;7;2004;HS;Zeitschriften;Magazin;11
2004-07-26;26;7;2004;BY;Schreibwaren;Stifte;11
2004-07-26;26;7;2004;BY;Schreibwaren;Stifte;6
2004-07-26;26;7;2004;RP;Lebensmittel;Gebäck;10
2004-07-26;26;7;2004;BW;Zeitschriften;Magazin;4
2004-07-26;26;7;2004;BY;Zeitschriften;Tageszeitung;10
2004-07-27;27;7;2004;HS;Schreibwaren;Stifte;7
2004-07-27;27;7;2004;BW;Zeitschriften;Magazin;10
2004-07-27;27;7;2004;HS;Zeitschriften;Magazin;9
2004-07-27;27;7;2004;HS;Lebensmittel;Süsses;8
2004-07-27;27;7;2004;RP;Zeitschriften;Tageszeitung;12
2004-07-27;27;7;2004;RP;Schreibwaren;Stifte;12
2004-07-27;27;7;2004;BY;Schreibwaren;Stifte;10
